Billid,rfcode,issuer username,payee username,Total Amount,Monthly Amount,Paid amount,issueDate,dueDate,isPaid,payDate,status,installments,paid installments
20000000820,RF60220457536389775452639,comuser8,100000002,150.0,150.0,150.0,2026-01-04,2026-02-07,true,2026-01-04,PAID,1,1
20000000916,RF70721579766410476371370,comuser9,100000002,50.0,50.0,50.0,2026-01-04,2026-02-03,true,2026-01-04,PAID,1,1
20000000917,RF36549031998223930749373,comuser9,100000002,75.0,75.0,75.0,2026-01-04,2026-02-04,true,2026-01-04,PAID,1,1
20000000918,RF16392618039839101393733,comuser9,100000002,100.0,100.0,100.0,2026-01-04,2026-02-05,true,2026-01-04,PAID,1,1
20000000919,RF31073301145338022785703,comuser9,100000002,125.0,125.0,125.0,2026-01-04,2026-02-06,true,2026-01-04,PAID,1,1
20000000920,RF29279741308139197020010,comuser9,100000002,150.0,150.0,150.0,2026-01-04,2026-02-07,true,2026-01-04,PAID,1,1
20000001016,RF78495507675121019257462,comuser10,100000002,50.0,50.0,50.0,2026-01-04,2026-02-03,true,2026-01-04,PAID,1,1
20000001017,RF23450622026953506955522,comuser10,100000002,75.0,75.0,75.0,2026-01-04,2026-02-04,true,2026-01-04,PAID,1,1
20000001018,RF03314161585040542398666,comuser10,100000002,100.0,100.0,100.0,2026-01-04,2026-02-05,true,2026-01-04,PAID,1,1
20000001019,RF62163473585513109290762,comuser10,100000002,125.0,125.0,125.0,2026-01-04,2026-02-06,true,2026-01-04,PAID,1,1
20000001020,RF14370204046151500922684,comuser10,100000002,150.0,150.0,150.0,2026-01-04,2026-02-07,true,2026-01-04,PAID,1,1
20000000133,RF37773457225455235705553,comuser1,100000002,150.0,75.0,150.0,2026-01-04,2026-03-04,true,2026-01-04,PAID,2,2
20000000134,RF51002822934529125129635,comuser1,100000002,100.0,100.0,100.0,2026-02-01,2026-03-04,true,2026-01-04,PAID,1,1
20000000135,RF06452548867229380999268,comuser1,100000002,100.0,100.0,100.0,2026-01-04,2026-02-03,true,2026-01-04,PAID,1,1
20000000136,RF49095288219823303144353,comuser1,100000002,50.0,50.0,50.0,2026-01-04,2026-02-03,true,2026-01-04,PAID,1,1
20000000137,RF60199548301120888798058,comuser1,100000002,75.0,75.0,75.0,2026-01-04,2026-02-04,true,2026-01-04,PAID,1,1
20000000138,RF33550823668697080527318,comuser1,100000002,100.0,100.0,100.0,2026-01-04,2026-02-05,true,2026-01-04,PAID,1,1
20000000139,RF32178014243580501236387,comuser1,100000002,125.0,125.0,125.0,2026-01-04,2026-02-06,true,2026-01-04,PAID,1,1
20000000140,RF88632849198126344771120,comuser1,100000002,150.0,150.0,150.0,2026-01-04,2026-02-07,true,2026-01-04,PAID,1,1
20000000221,RF74466799930351478981961,comuser2,100000002,50.0,50.0,50.0,2026-01-04,2026-02-03,true,2026-01-04,PAID,1,1
20000000222,RF94313454851654337659192,comuser2,100000002,75.0,75.0,75.0,2026-01-04,2026-02-04,true,2026-01-04,PAID,1,1
20000000223,RF51429958166070309406829,comuser2,100000002,100.0,100.0,100.0,2026-01-04,2026-02-05,true,2026-01-04,PAID,1,1
20000000224,RF02161947799730630994078,comuser2,100000002,125.0,125.0,125.0,2026-01-04,2026-02-06,true,2026-01-04,PAID,1,1
20000000225,RF26486079867430433277536,comuser2,100000002,150.0,150.0,150.0,2026-01-04,2026-02-07,true,2026-01-04,PAID,1,1
20000000321,RF32958651767339045863600,comuser3,100000002,50.0,50.0,50.0,2026-01-04,2026-02-03,true,2026-01-04,PAID,1,1
20000000322,RF88466899008079780567727,comuser3,100000002,75.0,75.0,75.0,2026-01-04,2026-02-04,true,2026-01-04,PAID,1,1
20000000323,RF93643361563078970708051,comuser3,100000002,100.0,100.0,100.0,2026-01-04,2026-02-05,true,2026-01-04,PAID,1,1
20000000324,RF03627768033820953655129,comuser3,100000002,125.0,125.0,125.0,2026-01-04,2026-02-06,true,2026-01-04,PAID,1,1
20000000325,RF66575626102497756228366,comuser3,100000002,150.0,150.0,150.0,2026-01-04,2026-02-07,true,2026-01-04,PAID,1,1
20000000421,RF66877031163432492906082,comuser4,100000002,50.0,50.0,50.0,2026-01-04,2026-02-03,true,2026-01-04,PAID,1,1
20000000422,RF48599517318087434876897,comuser4,100000002,75.0,75.0,75.0,2026-01-04,2026-02-04,true,2026-01-04,PAID,1,1
20000000423,RF91678668235434596091444,comuser4,100000002,100.0,100.0,100.0,2026-01-04,2026-02-05,true,2026-01-04,PAID,1,1
20000000424,RF35238869510843213737498,comuser4,100000002,125.0,125.0,125.0,2026-01-04,2026-02-06,true,2026-01-04,PAID,1,1
20000000425,RF54870315798558302799896,comuser4,100000002,150.0,150.0,150.0,2026-01-04,2026-02-07,true,2026-01-04,PAID,1,1
20000000521,RF67125311027173560753584,comuser5,100000002,50.0,50.0,50.0,2026-01-04,2026-02-03,true,2026-01-04,PAID,1,1
20000000522,RF07218921956807164897236,comuser5,100000002,75.0,75.0,75.0,2026-01-04,2026-02-04,true,2026-01-04,PAID,1,1
20000000523,RF78262934767872867737223,comuser5,100000002,100.0,100.0,100.0,2026-01-04,2026-02-05,true,2026-01-04,PAID,1,1
20000000524,RF33766912914995736969024,comuser5,100000002,125.0,125.0,125.0,2026-01-04,2026-02-06,true,2026-01-04,PAID,1,1
20000000525,RF87425066287440528166345,comuser5,100000002,150.0,150.0,150.0,2026-01-04,2026-02-07,true,2026-01-04,PAID,1,1
20000000621,RF71203161241893819387458,comuser6,100000002,50.0,50.0,50.0,2026-01-04,2026-02-03,true,2026-01-04,PAID,1,1
20000000622,RF33307880744287664757159,comuser6,100000002,75.0,75.0,75.0,2026-01-04,2026-02-04,true,2026-01-04,PAID,1,1
20000000623,RF35140658455318484318724,comuser6,100000002,100.0,100.0,100.0,2026-01-04,2026-02-05,true,2026-01-04,PAID,1,1
20000000624,RF93633613542296288307491,comuser6,100000002,125.0,125.0,125.0,2026-01-04,2026-02-06,true,2026-01-04,PAID,1,1
20000000625,RF23512812490611381815499,comuser6,100000002,150.0,150.0,150.0,2026-01-04,2026-02-07,true,2026-01-04,PAID,1,1
20000000721,RF75632769527882142201844,comuser7,100000002,50.0,50.0,50.0,2026-01-04,2026-02-03,true,2026-01-04,PAID,1,1
20000000722,RF43235809526212436264425,comuser7,100000002,75.0,75.0,75.0,2026-01-04,2026-02-04,true,2026-01-04,PAID,1,1
20000000723,RF92697928520998415855081,comuser7,100000002,100.0,100.0,100.0,2026-01-04,2026-02-05,true,2026-01-04,PAID,1,1
20000000724,RF49136904862661382170248,comuser7,100000002,125.0,125.0,125.0,2026-01-04,2026-02-06,true,2026-01-04,PAID,1,1
20000000725,RF91143408452639941476413,comuser7,100000002,150.0,150.0,150.0,2026-01-04,2026-02-07,true,2026-01-04,PAID,1,1
20000000821,RF36817306603977302150461,comuser8,100000002,50.0,50.0,50.0,2026-01-04,2026-02-03,true,2026-01-04,PAID,1,1
20000000822,RF39195434423879163052354,comuser8,100000002,75.0,75.0,75.0,2026-01-04,2026-02-04,true,2026-01-04,PAID,1,1
20000000823,RF29689412147871702762282,comuser8,100000002,100.0,100.0,100.0,2026-01-04,2026-02-05,true,2026-01-04,PAID,1,1
20000000824,RF33632661299967383331004,comuser8,100000002,125.0,125.0,125.0,2026-01-04,2026-02-06,true,2026-01-04,PAID,1,1
20000000825,RF40379622312236248060086,comuser8,100000002,150.0,150.0,150.0,2026-01-04,2026-02-07,true,2026-01-04,PAID,1,1
20000000921,RF61194404667386036993267,comuser9,100000002,50.0,50.0,50.0,2026-01-04,2026-02-03,true,2026-01-04,PAID,1,1
20000000922,RF78653700167348353617023,comuser9,100000002,75.0,75.0,75.0,2026-01-04,2026-02-04,true,2026-01-04,PAID,1,1
20000000923,RF39559771041250832406195,comuser9,100000002,100.0,100.0,100.0,2026-01-04,2026-02-05,true,2026-01-04,PAID,1,1
20000000924,RF52138111681800819930091,comuser9,100000002,125.0,125.0,125.0,2026-01-04,2026-02-06,true,2026-01-04,PAID,1,1
20000000925,RF39091946742376245239268,comuser9,100000002,150.0,150.0,150.0,2026-01-04,2026-02-07,true,2026-01-04,PAID,1,1
20000001021,RF30348838193338549136027,comuser10,100000002,50.0,50.0,50.0,2026-01-04,2026-02-03,true,2026-01-04,PAID,1,1
20000001022,RF86933384100620636286508,comuser10,100000002,75.0,75.0,75.0,2026-01-04,2026-02-04,true,2026-01-04,PAID,1,1
20000001023,RF24053854123683317180462,comuser10,100000002,100.0,100.0,100.0,2026-01-04,2026-02-05,true,2026-01-04,PAID,1,1
20000001024,RF82834931833736563210619,comuser10,100000002,125.0,125.0,125.0,2026-01-04,2026-02-06,true,2026-01-04,PAID,1,1
20000001025,RF34735397468507634665367,comuser10,100000002,150.0,150.0,150.0,2026-01-04,2026-02-07,true,2026-01-04,PAID,1,1
20000000141,RF33549612988607689822769,comuser1,100000002,150.0,75.0,150.0,2026-01-04,2026-03-04,true,2026-03-02,PAID,2,2
20000000142,RF93266506505805410235330,comuser1,100000002,100.0,100.0,0.0,2026-02-01,2026-03-04,false,,ACTIVE,1,0
